////////// EXTRASUNNY
//Amb0            Amb1            Dir            Sky top        Sky bot        SunCore        SunCorona     SunSz  SprBght FarClp   FogSt   LowCloudsRGB  BottomCloudRGB  WaterRGBA      Exposure BPThreshold MidGreyValue IntensityBloom ColourCorrectRGB ColourAddRGB Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumDelay CloudAlpha DirLightMult AmbLightMult0 AmbLightMult1 SkyLightMult SunMult Temperature   Far DOF   Near DOF   Near Blur DOF   Mid Blur DOF   Far Blur DOF    Water Reflection    Particle HDR    Sprite Size		Global sun multiplier ambient occlusion scaler
//Midnight
 193 193 193 240 237 209 255 210 174 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 9 10 15 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 0.7 1 1.18 15.94 127.65 1.47 255.43 0.1 255 13 8 5 6 4.5 9 0.4 1.59 2 2.402 0.85 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 1 5 0.548 0.51 1 0.3 0.3 2.124 0.89 1.265 0.89 0.89 0.89 0.14 0.7 0.6 0.55 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.6 1 1 1 0.725 2 1 1
//Midday
 217 217 217 241 238 211 247 211 183 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 0 20 40 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 1 1 1 15.94 127.65 1.47 255.43 0.1 255 9 7 6 5.5 4.5 9 0.5 1.59 2 2.5 0.95 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.57 0.239 0.51 0.2 0.653 0.285 0.132 0.68 1 9 0.548 1.5 1 1 0.3 1.124 0.89 1.265 0.89 0.89 0.89 0.14 0.9 0.82 0.7 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0 1 1.5 0.6 1 1 1 0.725 2 1 1
//6PM
 176 176 176 240 237 209 255 233 202 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 9 10 15 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.88 0.7 1 0.84 15.94 127.65 1.47 255.43 0.1 255 9 9 5 6 4.5 9 0.4 1.59 2 2.3 0.95 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 1 9 0.548 1.5 1 1 0.3 1.124 0.89 1.265 0.89 0.89 0.89 0.14 0.65 0.5 0.35 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.6 1 1 1 0.725 2 1 1
//7PM
 176 176 176 211 216 194 255 233 202 0 0 0 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 9 10 15 239 0.11 0.22 0.7 0 138 124 98 0 0 0 1.3 1 0.88 0.7 1 0.84 16 128 1.46 256 0.18 77 8 8 4.25 9 5 0 0.35 0.64 0.96 1.24 0.99 0.906 1 1 0.9 0.698 0.8 0.7 1 1 6.675 0.282 1 0 1 1 0.41 0.2 0.643 0.285 0.132 0.68 1 9 0.5 1.5 1 1 0 5.124 0.993 1.265 0.961 0.961 0.961 0.102 0.55 0.4 0.35 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0 1 1 1 1 1 1 0.7 2 1 1
//8PM
 103 103 103 211 216 194 251 155 60 0 0 0 123 122 108 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 9 10 15 239 0.19 0.22 0.7 6 98 108 110 0 0 0 1.3 1 0.88 0.7 1 0.84 128 255 1.46 256 0.18 77 8 7 3 4.25 13 0 0.35 0.647 0.892 1.26 0.99 0.906 1 1 0.9 0.698 1 1 1 1 5.94 0.282 1 0 1 1 1 0.2 0.743 0 0.132 0.68 0.488 9 0.5 0.5 1 1 0 5.696 0.993 1.265 0.361 0.361 0.361 0.102 0.7 0.6 0.55 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0 1 2.35 0.95 1 1 0.925 1 2 1 1
//9PM
 51 51 51 253 201 157 255 221 215 102 84 36 60 79 78 255 255 255 255 255 255 1 1 2500 250 119 120 120 33 69 177 16 25 44 239 0.21 0.2 0.7 6 122 110 94 0 0 0 0.8 1 0.78 0.9 1 1 90 0 2.56 256 0.17 77 2 2.25 3.5 5 6 13 0.7 1 0.839 0.678 0.871 0.486 0 1 0.894 0.698 0.535 0.54 0.461 1 1.86 0.204 1 0 0.486 0.499 0.509 0.2 0.7 0.252 0.132 0.68 0.757 8 0.6 0.5 1 1 1 1 0.089 1.265 0.8 0.8 0.8 1 0.5 0.4 0.3 1.7 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1.05 0.95 1 1 1 1 2 1 0
//10PM
 46 46 46 255 209 187 64 83 102 0 0 0 0 0 0 255 255 255 255 255 255 1 1 2500 250 128 128 128 150 174 226 0 0 0 240 0.3 0.2 0.7 6 129 138 152 0 0 0 0.8 1 0.77 0.9 1 1 90 0 3 256 0 77 2 4 4 3 13 5 1 0.5 0.6 0.8 1 0.4 0 1 0.8 0 0.229 0.229 0.08 1 2 0.2 0.4 0 0.286 0.18 0.232 0.45 0.85 0.15 0.2 1 1 8 1 0.5 1 1 1 1 0.095 1.27 0.89 0.89 0.89 1 0.68 0.64 0.53 1.7 3 0.2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0.8 1 0.7 1 1.3 2 1 0

////////// SUNNY_WINDY
//Amb0            Amb1            Dir            Sky top        Sky bot        SunCore        SunCorona     SunSz  SprBght FarClp   FogSt   LowCloudsRGB  BottomCloudRGB  WaterRGBA      Exposure BPThreshold MidGreyValue IntensityBloom ColourCorrectRGB ColourAddRGB Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumDelay CloudAlpha DirLightMult AmbLightMult0 AmbLightMult1 SkyLightMult SunMult Temperature   Far DOF   Near DOF   Near Blur DOF   Mid Blur DOF   Far Blur DOF    Water Reflection    Particle HDR    Sprite Size		Global sun multiplier ambient occlusion scaler
//Midnight
 137 156 233 137 156 233 2 9 11 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2500 99 35 9 10 26 30 36 0 0 0 150 0.1 0 0.6 6 128 128 128 0 0 0 0.8 1 0.9 0.9 1 0.9 100 0 19 256 0 0 0.5 4 3.95 2 0 1 1 0.22 0.22 0.22 1 0.5 1 0.8 0 0 0.193 0.19 0.243 1 11.205 0.101 1 0 0.315 0.319 0.326 0.368 0.64 1.07 0.132 0.68 0.757 8 0.667 1.7 1 0.088 1.513 0.124 0.89 1.265 0.259 0.259 0.259 0.14 0.239 0.196 0.196 0.164 8 0.359 0.174 0.256 0 0 0 0 4 0.98 1 0 0 0 0 1 0.1 1 3.15 1 1 1 1 1.3 2 1 0
//5AM
 192 192 192 255 209 187 255 255 255 74 61 26 47 62 61 255 255 255 255 255 255 1 1 3000 99 192 192 192 82 82 82 0 0 0 240 0.22 0 0.6 6 128 139 159 0 0 0 0.8 1 0.6 0.9 1 1 80 60 1.45 254 0.1 77 1 4 4 2.5 1 5 0.9 0.1 0.1 0.15 0.3 0.465 0.4 1 0.8 0.4 0.482 0.429 0.127 1 3 0.3 1 0 0.282 0.229 0.127 0.55 0.35 0.02 0.2 1 1 7 0.308 0.2 1 1 1 0.12 1.2 1.27 0.89 0.89 0.89 0 0.52 0.47 0.427 1.7 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0.8 1 1.3 1 1.3 2 1 0
//6AM
 83 83 83 154 180 218 220 141 99 0 0 0 6 15 34 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 4 7 3 239 0.15 0.22 0.7 0 78 100 105 0 0 0 0.8 1 0.74 0.9 1 0.95 16 128 1.46 256 0.18 77 10 7 8 9 4 0 0.4 0.32 0.36 0.47 0.65 0.906 2 1 0.9 0.698 0.4 0.4 0.4 1 3 0 1 0 0.3 0.3 0.3 0.4 0.743 0 0.132 0.68 0.488 4.5 0.667 0.688 1 0 0 0.696 0.993 1.265 0.361 0.361 0.361 0.102 0.55 0.47 0.2 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0.086 25 0 0 0.075 1 1.825 0.9 1 1 1 0.675 2 1 1
//7AM
 221 240 223 240 237 209 255 233 202 0 0 15 96 83 68 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 9 10 15 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 0.7 1 1.18 15.94 127.65 1.47 255.43 0.1 255 13 8 5 6 4.5 9 0.4 2 2.6 3 0.75 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 1 5 0.548 0.51 1 0.2 0.2 0.124 0.89 1.265 0.89 0.89 0.89 0.14 0.82 0.6 0.55 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.6 1 1 1 0.725 2 1 1
//9AM
 221 240 223 240 237 209 255 233 202 0 0 15 70 85 94 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 9 10 15 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 0.7 1 1.18 15.94 127.65 1.47 255.43 0.1 255 13 8 5 6 4.5 9 0.4 2 2.6 3 0.75 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 1 5 0.548 0.51 1 0.2 0.2 0.124 0.89 1.265 0.89 0.89 0.89 0.14 0.7 0.6 0.55 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.6 1 1 1 0.725 2 1 1
//Midday
 221 240 223 240 237 209 255 233 202 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 0 20 40 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.85 1 1 1 15.94 127.65 1.47 255.43 0.1 255 8 7 5 5.5 4.5 9 0.4 1.8 2.4 2.8 0.85 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 1 5 0.548 0.51 1 0.3 0.3 0.124 0.89 1.265 0.89 0.89 0.89 0.14 0.9 0.82 0.7 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.6 1 1 1 0.725 2 1 1
//6PM
 221 240 223 240 237 209 255 233 202 0 0 15 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 117 117 117 105 105 105 9 10 15 239 0.2 0 0.7 0 107 124 128 0 0 0 1.3 1 0.88 0.7 1 0.84 15.94 127.65 1.47 255.43 0.1 255 13 7 5 6 4.5 9 0.4 2 2.6 3 0.75 0.969 1 1 0.9 0.698 0.309 0.309 0.315 1 1.95 0.309 1 0 0.47 0.439 0.41 0.2 0.653 0.285 0.132 0.68 1 5 0.548 0.51 1 0.2 0.2 0.124 0.89 1.265 0.89 0.89 0.89 0.14 0.85 0.7 0.55 1 8 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0.3 1 1.5 0.6 1 1 1 0.725 2 1 1
//7PM
 221 240 223 254 239 156 255 254 225 0 0 0 24 62 139 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 9 10 15 239 0.11 0.22 0.7 0 138 124 98 0 0 0 1.3 1 0.88 0.7 1 0.84 16 128 1.46 256 0.18 77 15 6 6.25 7 1 0 0.35 1.3 1.96 2.1 0.99 0.906 1 1 0.9 0.698 0.8 0.7 1 1 6.675 0.282 1 0 1 1 1 0.2 0.743 0 0.132 0.68 0.488 5 0.667 0.688 1 0.2 0.2 0.696 0.993 1.265 0.361 0.361 0.361 0.102 0.75 0.6 0.55 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0 1 1 1 1 1 1 0.7 2 1 1
//8PM
 239 248 240 254 239 156 255 254 225 0 0 0 123 122 108 255 255 255 255 255 255 1 1 2000 192.81 119 120 120 105 105 105 9 10 15 239 0.19 0.22 0.7 0 98 108 110 0 0 0 1.3 1 0.88 0.7 1 0.84 16 128 1.46 256 0.18 77 15 8 3 4.25 13 0 0.35 0.647 0.792 0.91 0.99 0.906 1 1 0.9 0.698 1 1 1 1 5.94 0.282 1 0 1 1 1 0.2 0.743 0 0.132 0.68 0.488 5 0.667 0.688 1 0 0 0.696 0.993 1.265 0.361 0.361 0.361 0.102 0.7 0.6 0.55 0 6 0 0.685 0 24 25 26 0 0 0.98 1 0 0 25 0 0 0 1 2.35 0.95 1 1 0.925 1 2 1 1
//9PM
 51 51 51 253 201 157 253 174 87 102 84 36 60 79 78 255 255 255 255 255 255 1 1 2500 250 119 120 120 33 69 177 16 25 44 239 0.21 0.2 0.7 6 122 110 94 0 0 0 0.8 1 0.78 0.9 1 1 90 0 2.56 256 0.17 77 4 4 3.5 5 6 13 0.6 1 0.839 0.678 0.871 0.486 0 1 0.894 0.698 0.535 0.54 0.461 1 1.86 0.204 1 0 0.486 0.499 0.509 0.2 0.7 0.252 0.132 0.68 0.757 8 0.6 1.7 1 0 0 1 0.089 1.265 0.8 0.8 0.8 1 0.5 0.4 0.3 1.7 3 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 1.05 0.95 1 1 1 1 2 1 0
//10PM
 46 46 46 255 209 187 64 83 102 0 0 0 0 0 0 255 255 255 255 255 255 1 1 2500 250 128 128 128 150 174 226 0 0 0 240 0.3 0.2 0.7 6 129 138 152 0 0 0 0.8 1 0.77 0.9 1 1 90 0 3 256 0 77 2 4 4 3 13 5 1 0.5 0.6 0.8 1 0.4 0 1 0.8 0 0.229 0.229 0.08 1 2 0.2 0.4 0 0.286 0.18 0.232 0.45 0.85 0.15 0.2 1 1 8 1 1 1 0 0 1 0.095 1.27 0.89 0.89 0.89 1 0.68 0.64 0.53 1.7 3 0.2 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 3 0.8 1 0.7 1 1.3 2 1 0

////////// CLOUDY
//Amb0            Amb1            Dir            Sky top        Sky bot        SunCore        SunCorona     SunSz  SprBght FarClp   FogSt   LowCloudsRGB  BottomCloudRGB  WaterRGBA      Exposure BPThreshold MidGreyValue IntensityBloom ColourCorrectRGB ColourAddRGB Desaturation Contrast Gamma DesaturationFar ContrastFar GammaFar DepthFxNear DepthFxFar LumMin LumMax LumDelay CloudAlpha DirLightMult AmbLightMult0 AmbLightMult1 SkyLightMult SunMult Temperature   Far DOF   Near DOF   Near Blur DOF   Mid Blur DOF   Far Blur DOF    Water Reflection    Particle HDR    Sprite Size		Global sun multiplier ambient occlusion scaler
//Midnight
